{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s4/srabza.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 56 56 56 56 56 56 56 56 56 56 40 40 63 40 40 93 93 15 15 15 7 7 87 9 9 9 74 2 60 52 52 25 25 9 9 9 1 85 85 53 62 9 74 2 66 66 66 47 47 11 45 45 45 64 64 29 28 28 28 28 87 53 53 53 0 0 0 52 52 25 25 25 97 97 97 97 97 14 76 73 73 99 27 89 89 87 87 38 38 38 38 44 80 81 81 81 81 81 83 83 83 83 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 22 8 8 8 8 40 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s29/pgah5s.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 40 40 40 40 40 40 63 27 47 59 33 35 87 94 94 32 64 65 6 6 36 49 60 92 27 78 78 78 52 25 25 11 45 64 64 64 64 44 80 85 87 42 9 9 74 27 31 59 75 75 33 94 94 94 32 32 32 64 74 2 21 21 95 95 60 3 3 3 77 24 24 24 13 13 13 13 58 58 58 32 65 16 77 77 6 49 49 36 49 7 7 7 23 69 69 69 69 69 69 69 81 81 81 81 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 8 8 8 8 63 63 8 8 8 20 20 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s2/bwag3n.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 39 39 39 67 67 67 67 67 54 54 40 40 40 40 63 63 47 47 76 53 53 44 80 60 60 70 70 14 14 24 24 61 13 58 58 58 65 74 31 31 23 23 62 62 1 66 27 21 21 95 95 98 45 45 45 45 64 64 99 99 99 99 99 99 60 52 52 25 25 11 11 64 64 64 64 80 26 26 26 87 87 91 17 17 17 17 17 97 19 81 81 81 81 83 83 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 56 56 56 56 40 40 40 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s29/lwwj4p.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 12 67 67 67 67 54 54 63 40 40 63 93 93 93 90 90 90 35 87 94 94 94 32 32 64 64 60 60 70 70 70 14 14 24 24 24 13 13 13 13 13 58 58 58 32 32 64 74 2 27 31 31 31 23 10 10 10 10 10 63 40 93 93 93 14 76 76 99 99 99 99 99 92 27 21 21 95 87 87 87 94 94 94 94 32 32 32 64 65 3 3 3 3 3 77 48 48 48 48 48 19 19 19 65 74 27 63 47 47 59 59 35 35 11 11 11 11 64 64 64 64 64 65 29 6 15 15 15 15 15 41 41 41 83 84 63 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s29/sbar1a.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 39 39 67 67 67 67 67 67 54 54 63 63 93 6 15 15 36 36 7 87 87 9 9 9 9 74 2 31 49 60 92 2 66 63 63 47 90 90 90 35 35 69 69 69 69 69 69 69 69 69 69 69 14 37 37 37 86 86 9 9 74 27 31 31 37 37 37 24 24 24 51 51 51 51 51 51 19 19 70 70 70 70 70 14 14 48 24 24 61 68 68 44 80 80 80 26 37 37 86 86 86 73 1 1 27 89 89 87 87 94 94 94 94 94 94 32 32 32 64 44 80 81 81 81 83 83 83 83 83 83 83 83 4 4 4 4 4 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s2/pgwy7n.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 12 12 12 12 12 12 56 63 40 40 40 40 40 40 93 93 47 47 35 35 76 94 32 65 6 28 28 49 92 92 27 78 78 52 52 25 11 45 45 64 64 64 80 80 60 60 14 76 76 99 99 99 60 70 70 14 14 24 24 61 13 58 58 58 65 6 6 36 36 36 7 7 87 87 9 16 77 77 23 44 80 80 80 18 80 26 26 26 87 13 13 17 17 17 17 97 19 81 81 81 81 83 83 83 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 56 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s4/lrbe3n.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 4 4 12 12 34 34 34 34 34 34 34 67 67 67 67 67 54 54 54 40 93 93 93 90 90 35 94 94 32 32 60 60 70 52 25 25 9 9 9 1 1 66 66 66 27 47 47 24 24 13 13 58 58 58 32 32 32 11 64 64 65 6 15 15 15 15 99 60 52 52 25 25 11 45 45 64 64 64 44 80 26 26 87 87 91 91 13 13 42 42 42 42 81 81 81 81 81 83 83 83 83 83 83 83 4 4 4 4 4 4 4 4 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 40 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s4/swah9p.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 63 63 12 34 34 34 34 34 34 34 67 67 67 67 67 67 54 54 54 63 63 93 93 15 15 7 7 87 9 9 9 74 2 2 70 70 14 24 24 13 13 58 58 65 74 27 31 31 23 23 62 31 85 87 87 94 94 32 32 64 65 6 15 15 15 92 92 26 26 26 87 24 13 13 13 13 58 58 58 88 80 80 80 18 18 18 18 27 47 59 90 90 35 11 11 11 64 64 64 64 64 64 29 29 6 15 15 15 15 41 41 41 41 10 83 83 83 83 83 83 83 4 4 4 4 22 22 22 22 22 22 22 22 22 40 40 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s2/pgak4a.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 34 34 34 34 67 67 67 67 67 54 54 40 63 40 93 93 47 47 35 35 94 32 32 29 36 36 49 92 92 27 78 78 52 25 25 11 45 64 64 64 80 85 85 73 9 74 74 27 27 89 59 59 94 94 32 32 64 65 3 3 3 3 3 3 48 48 48 48 48 46 46 46 25 25 73 1 1 27 89 89 87 94 94 94 94 32 32 32 64 44 81 81 81 81 83 83 83 83 83 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 56 56 63 63 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s4/pbwv7n.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 34 34 34 34 34 34 67 67 67 67 67 54 54 40 40 40 63 47 47 90 35 35 94 32 32 65 6 36 49 92 92 27 27 47 90 90 35 69 69 69 69 69 70 14 76 76 62 62 29 99 99 60 66 77 77 11 11 45 45 64 65 6 36 15 15 15 7 87 87 9 9 16 77 77 77 44 80 80 80 80 80 26 26 26 87 91 91 91 91 58 58 58 42 81 81 81 81 81 81 83 83 83 83 83 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s2/sgai6s.wav', 'hubert': '71 71 71 71 12 71 71 12 12 12 12 12 39 39 39 67 67 67 67 54 54 63 63 93 6 15 15 7 7 87 87 9 9 1 66 66 66 66 89 78 78 52 52 52 25 11 45 45 45 64 64 64 64 44 80 80 10 37 37 86 86 86 9 9 9 74 31 31 37 37 37 37 24 24 13 13 13 58 58 32 65 65 6 36 36 36 36 7 7 87 53 53 74 74 2 2 89 6 6 49 49 49 49 49 49 49 7 7 23 69 69 69 69 69 69 42 80 81 81 81 81 83 83 83 83 83 83 83 83 22 22 22 4 4 22 22 22 22 22 22 22 22 63 22 56 40 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s4/pwbd4s.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 4 4 4 4 12 12 12 34 34 34 34 34 12 12 56 56 56 40 63 40 40 40 63 47 59 90 35 87 94 32 32 65 6 36 60 60 60 70 14 14 24 13 13 58 58 32 74 74 2 2 66 27 47 24 13 13 58 58 32 1 1 27 31 31 11 45 45 45 64 65 65 3 3 3 3 3 77 48 48 48 48 48 48 19 19 19 65 65 6 6 49 15 36 7 7 7 23 69 69 69 69 69 69 69 42 81 81 81 81 81 81 81 83 83 83 83 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 63 22 40 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s4/lrwl2s.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 67 67 67 67 54 54 54 40 40 93 93 93 90 90 35 87 94 94 32 32 60 60 52 52 25 25 9 9 9 1 27 60 60 14 76 76 53 99 82 87 87 91 9 9 74 2 27 2 6 36 36 92 27 31 31 59 59 23 69 69 69 69 69 65 65 6 49 36 36 49 7 7 23 69 69 69 69 69 69 81 81 81 81 81 81 81 81 83 83 83 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 40 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s2/bbwgzs.wav', 'hubert': '71 71 71 71 71 71 12 12 12 12 12 12 34 34 34 34 67 67 67 67 67 54 54 40 40 40 63 40 40 63 93 47 47 53 53 53 44 44 80 18 18 18 66 47 90 90 35 35 53 53 69 69 60 70 14 14 76 53 1 1 66 27 27 21 21 98 45 45 45 45 64 29 29 28 28 28 7 11 11 11 0 0 52 52 25 25 97 97 97 65 65 6 6 36 36 36 36 49 7 7 87 87 69 69 69 69 69 42 42 80 81 81 81 81 81 83 83 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 22 22 22 8 8 8 8 63 63 56 40 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s2/sraa9n.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 39 39 67 67 67 67 54 54 54 63 40 93 93 6 36 36 36 7 87 9 9 9 74 21 60 60 60 52 52 25 25 91 9 9 9 85 85 62 62 62 74 28 23 37 37 37 86 86 94 94 32 32 64 64 64 80 26 26 26 87 24 24 13 13 58 58 58 32 88 80 80 18 18 26 26 26 87 87 13 13 17 17 17 17 97 19 81 81 81 81 83 83 83 83 83 83 83 83 83 83 83 83 83 83 83 83 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 56 56 56 56 56 56 56 56 56 56 40 40 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s1/bwim5s.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 56 56 56 40 40 40 40 93 93 93 93 93 47 53 53 53 44 80 18 60 66 66 66 47 14 24 24 13 58 58 58 32 74 74 31 31 86 23 44 80 26 87 38 38 44 16 18 18 3 3 3 77 24 24 13 13 58 58 65 65 6 6 36 36 49 7 7 23 42 42 42 42 81 81 81 81 81 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 20 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s4/sbat6a.wav', 'hubert': '71 71 71 71 12 12 12 12 12 63 63 12 12 12 12 12 12 12 12 54 54 40 63 63 93 93 15 15 7 7 87 9 9 9 9 2 66 66 66 47 90 90 35 69 69 69 76 76 76 76 74 74 2 2 27 31 59 59 45 45 45 64 64 6 6 36 15 15 15 7 7 53 53 53 74 2 2 2 89 6 15 15 7 7 23 73 1 89 89 87 87 38 38 38 38 38 44 80 81 81 81 81 81 83 83 83 83 83 83 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s4/lbix2s.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 34 34 34 34 34 34 67 67 67 67 67 67 54 54 54 63 93 93 93 90 35 87 94 94 32 32 16 1 66 47 47 90 35 35 69 69 69 76 76 53 53 44 26 85 87 9 9 74 74 2 2 89 6 36 36 92 92 27 31 59 59 23 69 69 69 69 69 65 65 6 49 36 36 49 7 7 23 69 69 69 69 69 69 69 42 44 80 81 81 81 81 10 83 83 83 83 83 83 83 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 40 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s2/bgbbzs.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 39 39 39 39 39 67 67 67 67 54 54 63 63 40 40 40 63 93 47 47 53 53 53 88 88 80 18 18 18 89 78 78 52 52 25 11 45 45 64 64 88 80 18 18 66 66 47 47 24 24 13 58 58 58 65 1 66 27 63 47 47 11 45 45 64 64 29 29 28 28 28 7 11 11 11 0 0 52 52 25 25 25 97 97 97 65 65 6 6 49 36 36 36 49 7 7 87 69 69 69 69 69 69 42 44 80 80 81 81 81 83 83 83 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 63 22 22 63 63 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s29/bbac6p.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 12 12 12 56 56 56 63 63 63 40 93 40 63 40 40 40 40 27 27 47 87 53 53 53 53 44 80 80 18 18 18 66 66 27 27 47 47 90 90 35 35 69 69 69 69 69 69 69 69 69 14 10 10 37 37 86 86 9 9 9 74 2 2 6 15 15 15 7 7 11 45 45 45 45 64 65 6 6 36 36 36 36 7 7 87 53 53 32 74 74 2 89 6 15 92 92 92 27 27 47 59 59 35 35 11 11 11 11 64 64 64 64 64 29 29 6 15 15 15 41 41 41 41 83 84 84 63 63 96 96 55 34 34 34 20 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s1/srih2p.wav', 'hubert': '71 71 71 71 12 12 67 54 54 40 63 93 93 6 36 36 36 7 87 87 9 9 9 2 60 60 70 52 52 52 25 87 94 94 9 9 9 1 85 23 23 44 80 26 26 94 94 32 32 65 74 27 31 31 59 59 69 69 69 69 65 74 27 47 47 59 90 35 11 11 11 64 64 64 29 29 6 49 49 41 41 41 83 83 83 83 83 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 56 56 56 56 56 56 56 56 56 40 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s4/prac4s.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 12 12 12 12 12 12 12 56 56 56 56 63 40 40 40 40 40 40 93 93 63 47 59 35 35 94 32 32 65 6 28 49 60 60 52 52 25 25 25 9 9 1 85 85 23 62 9 37 37 2 6 36 15 15 7 7 11 45 45 64 65 65 3 3 3 3 77 48 48 48 48 48 19 19 19 65 6 6 15 15 15 7 7 7 23 69 69 69 69 69 69 69 42 80 80 81 81 81 81 81 83 83 83 83 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 56 40 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s2/pbwj3p.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 12 12 12 56 56 40 40 40 40 40 93 93 47 47 90 35 35 94 32 65 6 36 36 60 92 92 27 47 47 90 90 35 53 69 69 69 69 14 76 76 53 44 1 66 27 21 21 95 95 87 87 94 94 32 32 64 65 99 3 3 99 99 60 52 52 25 25 11 45 64 64 74 27 27 27 47 90 90 35 35 42 11 11 64 64 64 29 29 6 36 49 49 41 41 41 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 56 56 56 56 20 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s29/pwwu7a.wav', 'hubert': '71 71 71 71 12 12 12 12 12 12 12 56 63 63 40 40 63 40 63 63 47 47 33 33 35 87 94 94 32 32 65 65 6 6 49 60 60 60 70 70 14 14 24 24 13 13 13 13 58 58 32 32 74 74 27 31 31 60 60 60 14 14 76 76 99 99 99 99 98 98 98 98 98 98 98 98 98 98 69 69 69 69 65 65 6 36 36 36 36 7 7 87 87 87 9 9 16 77 77 77 23 44 80 85 73 73 1 27 27 89 87 87 94 94 94 94 94 32 32 32 64 81 81 81 81 81 83 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 63 63 63 63 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s1/pgak2n.wav', 'hubert': '71 71 71 71 12 12 12 12 12 12 63 4 4 4 4 4 4 4 4 4 4 4 67 54 54 40 40 40 93 93 27 47 59 33 35 94 32 65 65 36 36 92 92 27 78 78 76 25 11 64 80 85 88 88 88 18 27 89 59 59 94 94 32 32 64 74 27 31 59 59 59 69 69 69 69 80 26 26 26 87 42 42 17 17 81 81 81 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 56 56 56 56 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s2/bgbb2a.wav', 'hubert': '71 71 71 71 71 12 12 12 39 39 39 39 39 67 67 67 67 67 54 54 40 63 40 40 40 63 93 47 47 53 53 88 88 88 80 18 18 18 66 78 78 52 52 25 11 45 45 64 64 44 80 18 18 66 66 47 24 24 13 58 58 58 1 66 66 63 47 47 11 45 45 45 64 74 74 31 36 36 36 59 23 23 69 69 69 76 76 73 73 1 1 27 89 89 87 87 94 94 94 94 32 32 32 32 88 80 81 81 81 10 83 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 4 4 8 8 8 8 8 8 8 8 8 8 56 40 40 63 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s2/pgwr4s.wav', 'hubert': '71 71 71 71 12 12 12 12 12 12 12 12 12 12 12 4 4 40 40 63 40 40 93 93 47 47 90 35 35 94 32 32 29 6 36 49 92 92 27 78 78 52 25 25 11 45 45 64 64 16 18 18 70 14 76 76 99 99 99 99 37 37 37 37 24 24 24 24 61 61 61 61 61 43 65 3 3 3 3 3 3 3 48 48 48 48 48 48 48 19 19 19 65 65 6 6 36 36 49 49 7 7 23 23 69 69 69 69 69 69 42 44 80 81 81 81 81 83 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 63 63 56 56 63 20 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s1/pwaj8p.wav', 'hubert': '71 71 71 71 12 12 12 12 12 12 12 12 12 4 4 4 4 4 4 67 67 67 54 54 40 40 40 93 93 93 27 47 59 33 35 53 53 65 6 36 49 60 60 14 14 24 13 58 9 74 31 31 23 23 18 18 66 21 21 95 87 94 94 94 94 94 32 32 32 64 74 27 27 47 47 59 35 11 11 11 64 64 64 29 6 49 49 41 41 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 56 40 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s29/bgae3s.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 63 63 63 12 56 56 40 40 63 40 40 40 40 63 27 47 87 53 53 53 53 44 80 80 80 18 18 18 66 66 78 78 78 52 52 25 25 11 45 45 64 64 64 64 44 80 80 85 37 37 86 86 9 9 9 74 74 27 31 59 37 37 11 45 45 45 45 64 64 65 65 3 3 3 99 99 60 52 52 52 25 11 11 45 64 64 65 6 6 36 36 36 36 36 7 7 23 69 69 69 69 69 69 69 69 69 69 44 81 81 81 81 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 4 4 4 4 4 4 20 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s2/pbai6a.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 67 67 67 67 54 54 40 40 40 93 93 47 90 35 35 94 32 65 6 28 49 92 92 27 63 47 90 90 35 35 53 69 69 69 14 76 76 9 74 31 23 87 24 24 13 58 58 58 65 65 6 6 36 36 36 36 7 7 53 53 74 74 2 89 6 15 7 7 23 73 1 74 27 89 87 87 94 94 94 94 32 32 32 88 81 81 81 81 10 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 4 4 4 8 8 56 56 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s2/pbac1p.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 67 67 67 67 54 54 40 63 40 40 63 93 93 47 47 90 35 35 94 32 32 65 6 36 49 92 92 27 63 47 90 90 35 35 69 69 69 76 76 76 44 44 18 6 6 36 36 36 36 7 7 11 45 64 64 60 70 70 14 14 24 24 24 68 68 44 80 80 18 18 18 27 27 27 47 90 90 35 35 11 11 11 64 64 64 64 64 29 29 6 6 49 49 41 41 41 41 83 83 83 83 83 83 83 83 83 22 22 22 22 22 4 4 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 56 56 56 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s4/bbal4s.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 34 34 34 34 67 67 67 67 54 54 54 63 40 40 40 63 93 47 53 53 53 44 80 80 18 18 18 66 47 90 90 35 69 69 69 76 76 76 9 9 74 31 59 87 87 91 17 17 17 19 19 19 65 3 3 3 3 3 77 48 48 48 48 48 19 19 19 65 6 6 36 36 36 49 7 7 23 69 69 69 69 69 69 69 69 44 80 80 81 81 81 81 81 10 83 83 83 83 83 83 83 83 83 83 83 83 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 40 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s29/lgwd4n.wav', 'hubert': '71 71 71 71 71 12 12 12 12 67 67 67 67 67 54 54 40 63 93 93 90 90 35 87 94 94 94 32 32 64 64 1 66 27 78 78 78 52 25 25 11 45 45 64 64 64 80 80 60 14 76 76 99 99 99 27 27 31 31 11 11 45 45 64 64 65 3 3 3 3 3 77 48 48 48 48 48 48 46 44 80 26 26 87 87 91 91 91 91 91 17 17 17 17 81 81 81 81 83 83 83 83 83 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 63 8 63 63 63 4 4 20 20 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s29/bbac4n.wav', 'hubert': '71 71 71 71 71 12 12 12 12 63 63 12 63 12 12 12 12 12 12 56 56 56 63 63 63 56 40 40 40 40 63 40 40 40 40 63 27 47 53 53 53 53 53 44 80 80 80 18 18 18 18 66 66 27 27 47 47 90 90 35 35 69 69 69 69 69 69 69 69 69 14 37 37 86 86 9 9 9 74 2 2 6 36 36 36 36 36 7 11 11 45 45 64 64 64 65 65 3 3 3 3 3 3 3 77 48 48 48 48 48 48 48 19 46 76 80 80 26 26 26 87 87 91 91 91 91 91 17 17 17 17 19 81 81 81 83 83 83 83 83 83 83 83 83 4 4 4 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s4/briszs.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 34 34 34 67 67 67 67 67 54 54 63 40 93 93 63 47 47 53 53 53 44 80 18 18 52 52 52 25 25 9 9 1 27 85 53 53 53 44 80 85 87 38 9 43 43 6 6 36 15 15 15 15 7 7 87 53 53 53 0 0 0 60 52 52 25 25 25 97 97 97 97 65 65 6 6 49 36 49 49 7 7 23 69 69 69 69 69 69 81 81 81 81 81 81 81 81 83 83 83 83 83 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 56 56 56 56 40 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s29/swwt1a.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 40 40 40 63 63 63 93 93 6 15 15 15 7 7 87 9 9 9 9 74 2 31 60 60 60 70 14 14 14 24 24 13 13 13 58 58 58 32 74 2 2 60 60 60 76 76 62 99 99 99 99 92 31 36 36 59 59 45 45 45 45 64 64 60 70 70 14 14 14 24 68 68 68 44 80 80 85 73 11 1 27 89 89 87 87 94 94 94 94 94 32 32 32 64 64 44 81 81 81 10 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 4 4 4 4 4 8 8 8 8 8 63 8 4 20 20 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s1/prwx7s.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 4 4 4 4 4 4 4 4 4 4 4 4 67 67 54 40 40 40 40 40 40 27 27 47 59 35 35 94 32 32 65 6 36 49 49 60 60 60 76 76 87 94 9 9 1 1 85 60 60 60 76 76 53 62 99 77 77 87 9 9 74 74 89 89 36 36 36 7 7 87 9 16 77 77 44 18 18 18 6 36 36 49 7 7 23 69 69 69 42 80 81 81 81 81 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s2/lgbs8a.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 39 39 39 39 67 67 67 67 54 54 54 63 40 93 93 90 90 35 35 94 32 64 64 74 27 78 78 60 52 52 25 11 45 45 64 64 44 80 18 18 66 47 24 24 13 13 58 58 32 37 37 37 86 86 87 9 9 43 6 6 36 36 36 7 87 53 53 53 74 74 27 89 6 36 36 7 23 23 73 1 27 89 87 87 94 94 94 94 32 32 32 88 81 81 81 81 81 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 56 63 63 40 20 20 20', 'duration': 0.0}
